Event start;Flight date;Event stop;Flight latitude;Flight longitude;Flight altitude (ft);Flight altitude (m);Station latitude;Station longitude;Station altitude (ft);Station altitude (ft);Distance (ft);Distance (m);Code HEX;Flight;Speed (NM);Speed (km/h);Heading;Station location;Source;FR24 link;FlightStats link;FlightAware link
2015-06-08 19:17:00;2015-06-08 19:17:00;2015-06-08 19:17:39;-23,610031;-46,66748;4525;1379;-32,765873;-46,659002;782;2565;1959;597;E48B01;GOL1316 ;206;381;8;P3IBIRAPUERA;DUO trigger code 1;http://fr24.com/GOL1316;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=GOL1316;http://flightaware.com/live/flight/GOL1316
2015-06-08 19:18:00;2015-06-08 19:18:10;2015-06-08 19:18:34;-23,620186;-46,659868;2875;876;-32,765873;-46,659002;782;2565;309;94;E48F8A;;63;116;257;P3IBIRAPUERA;DUO trigger code 1;;;
2015-06-08 19:19:00;2015-06-08 19:19:00;2015-06-08 19:19:31;-23,634018;-46,673991;3125;952;-32,765873;-46,659002;782;2565;559;170;E48F8A;PPBLA   ;122;225;225;P3IBIRAPUERA;DUO trigger code 1;http://fr24.com/PPBLA;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=PPBLA;http://flightaware.com/live/flight/PPBLA
2015-06-08 19:21:00;2015-06-08 19:21:01;2015-06-08 19:21:32;-23,581874;-46,543061;14150;4312;-43,765098;-46,659557;802;2631;11518;3510;E48414;GLO2080 ;246;455;219;P5IBIRAPUERA;DUO trigger code 6;http://fr24.com/GLO2080;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=GLO2080;http://flightaware.com/live/flight/GLO2080
2015-06-08 19:21:00;2015-06-08 19:21:01;2015-06-08 19:21:35;-23,581874;-46,543061;14150;4312;-32,543654;-46,659445;790;2591;11558;3522;E48414;GLO2080 ;246;455;219;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/GLO2080;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=GLO2080;http://flightaware.com/live/flight/GLO2080
2015-06-08 19:21:00;2015-06-08 19:21:01;2015-06-08 19:21:35;-23,581874;-46,543061;14150;4312;-32,543654;-46,659445;790;2591;11558;3522;E48414;GLO2080 ;246;455;219;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/GLO2080;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=GLO2080;http://flightaware.com/live/flight/GLO2080
2015-06-08 19:23:00;2015-06-08 19:23:00;2015-06-08 19:23:34;-23,663269;-46,690776;18150;5532;-43,765098;-46,659557;802;2631;15518;4730;E48414;GLO2080 ;333;616;222;P5IBIRAPUERA;DUO trigger code 6;http://fr24.com/GLO2080;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=GLO2080;http://flightaware.com/live/flight/GLO2080
2015-06-08 19:23:00;2015-06-08 19:23:00;2015-06-08 19:23:32;-23,663269;-46,690776;18150;5532;-32,765873;-46,659002;782;2565;15584;4750;E48414;GLO2080 ;333;616;222;P3IBIRAPUERA;DUO trigger code 1;http://fr24.com/GLO2080;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=GLO2080;http://flightaware.com/live/flight/GLO2080
2015-06-08 19:24:00;2015-06-08 19:24:00;2015-06-08 19:24:32;-23,711288;-46,736603;19800;6035;-32,543654;-46,659445;790;2591;17208;5245;E48414;GLO2080 ;340;629;222;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/GLO2080;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=GLO2080;http://flightaware.com/live/flight/GLO2080
2015-06-08 19:24:00;2015-06-08 19:24:00;2015-06-08 19:24:32;-23,711288;-46,736603;19800;6035;-32,543654;-46,659445;790;2591;17208;5245;E48414;GLO2080 ;340;629;222;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/GLO2080;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=GLO2080;http://flightaware.com/live/flight/GLO2080
2015-06-08 19:29:00;2015-06-08 19:29:00;2015-06-08 19:29:35;-23,607605;-46,669006;3900;1188;-32,765873;-46,659002;782;2565;1334;406;E48106;GLO1195 ;162;300;331;P3IBIRAPUERA;DUO trigger code 1;http://fr24.com/GLO1195;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=GLO1195;http://flightaware.com/live/flight/GLO1195
2015-06-08 19:30:00;2015-06-08 19:30:00;2015-06-08 19:30:32;-23,597122;-46,675618;4700;1432;-43,765098;-46,659557;802;2631;2068;630;E48106;GLO1195 ;162;300;331;P5IBIRAPUERA;DUO trigger code 6;http://fr24.com/GLO1195;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=GLO1195;http://flightaware.com/live/flight/GLO1195
2015-06-08 19:35:00;2015-06-08 19:35:17;2015-06-08 19:35:32;-23,611176;-46,66687;3350;1021;-32,765873;-46,659002;782;2565;784;239;E48413;GLO1878 ;175;324;330;P3IBIRAPUERA;DUO trigger code 1;http://fr24.com/GLO1878;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=GLO1878;http://flightaware.com/live/flight/GLO1878
2015-06-08 19:37:00;2015-06-08 19:37:06;2015-06-08 19:37:34;-23,534018;-46,585439;8225;2506;-32,543654;-46,659445;790;2591;5633;1716;E482C5;;289;535;133;P7IBIRAPUERA;DUO trigger code 4;;;
2015-06-08 19:37:00;2015-06-08 19:37:06;2015-06-08 19:37:34;-23,534018;-46,585439;8225;2506;-32,543654;-46,659445;790;2591;5633;1716;E482C5;;289;535;133;P7IBIRAPUERA;DUO trigger code 4;;;
2015-06-08 19:38:00;2015-06-08 19:38:00;2015-06-08 19:38:32;-23,587274;-46,549228;9750;2971;-32,543654;-46,659445;790;2591;7158;2181;E482C5;TAM3750 ;268;496;185;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/TAM3750;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=TAM3750;http://flightaware.com/live/flight/TAM3750
2015-06-08 19:38:00;2015-06-08 19:38:00;2015-06-08 19:38:32;-23,587274;-46,549228;9750;2971;-32,543654;-46,659445;790;2591;7158;2181;E482C5;TAM3750 ;268;496;185;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/TAM3750;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=TAM3750;http://flightaware.com/live/flight/TAM3750
2015-06-08 19:43:00;2015-06-08 19:43:00;2015-06-08 19:43:34;-23,586868;-46,669159;4025;1226;-43,765098;-46,659557;802;2631;1393;424;E486C2;TAM3240 ;198;366;23;P5IBIRAPUERA;DUO trigger code 6;http://fr24.com/TAM3240;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=TAM3240;http://flightaware.com/live/flight/TAM3240
2015-06-08 19:44:00;2015-06-08 19:44:00;2015-06-08 19:44:32;-23,594696;-46,588236;6050;1844;-43,765098;-46,659557;802;2631;3418;1042;E486C2;TAM3240 ;295;546;100;P5IBIRAPUERA;DUO trigger code 6;http://fr24.com/TAM3240;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=TAM3240;http://flightaware.com/live/flight/TAM3240
2015-06-08 19:45:00;2015-06-08 19:45:00;2015-06-08 19:45:34;-23,615753;-46,663818;3025;922;-32,765873;-46,659002;782;2565;459;140;E48AFD;;166;307;330;P3IBIRAPUERA;DUO trigger code 1;;;
2015-06-08 19:46:00;2015-06-08 19:46:00;2015-06-08 19:46:32;-23,587326;-46,686656;4675;1424;-32,765873;-46,659002;782;2565;2109;642;E48AFD;;183;338;320;P3IBIRAPUERA;DUO trigger code 1;;;
2015-06-08 19:53:00;2015-06-08 19:53:00;2015-06-08 19:53:33;-23,576846;-46,672047;5075;1546;-32,543654;-46,659445;790;2591;2483;756;E485B2;TAM3958 ;229;424;36;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/TAM3958;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=TAM3958;http://flightaware.com/live/flight/TAM3958
2015-06-08 19:53:00;2015-06-08 19:53:00;2015-06-08 19:53:33;-23,576846;-46,672047;5075;1546;-32,543654;-46,659445;790;2591;2483;756;E485B2;TAM3958 ;229;424;36;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/TAM3958;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=TAM3958;http://flightaware.com/live/flight/TAM3958
2015-06-08 19:56:00;2015-06-08 19:56:00;2015-06-08 19:56:32;-23,602707;-46,674143;4575;1394;-32,543654;-46,659445;790;2591;1983;604;E48274;TAM3051 ;163;301;309;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/TAM3051;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=TAM3051;http://flightaware.com/live/flight/TAM3051
2015-06-08 19:56:00;2015-06-08 19:56:00;2015-06-08 19:56:32;-23,602707;-46,674143;4575;1394;-32,543654;-46,659445;790;2591;1983;604;E48274;TAM3051 ;163;301;309;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/TAM3051;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=TAM3051;http://flightaware.com/live/flight/TAM3051
2015-06-08 20:01:00;2015-06-08 20:01:00;2015-06-08 20:01:33;-23,579593;-46,639139;4925;1501;-32,543654;-46,659445;790;2591;2333;711;E48F01;GOL1058 ;261;483;96;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/GOL1058;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=GOL1058;http://flightaware.com/live/flight/GOL1058
2015-06-08 20:01:00;2015-06-08 20:01:00;2015-06-08 20:01:33;-23,579593;-46,639139;4925;1501;-32,543654;-46,659445;790;2591;2333;711;E48F01;GOL1058 ;261;483;96;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/GOL1058;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=GOL1058;http://flightaware.com/live/flight/GOL1058
2015-06-08 20:01:00;2015-06-08 20:01:00;2015-06-08 20:01:33;-23,579593;-46,639139;4925;1501;-32,765873;-46,659002;782;2565;2359;719;E48F01;GOL1058 ;261;483;96;P3IBIRAPUERA;DUO trigger code 1;http://fr24.com/GOL1058;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=GOL1058;http://flightaware.com/live/flight/GOL1058
2015-06-08 20:02:00;2015-06-08 20:02:00;2015-06-08 20:02:32;-23,607478;-46,60504;5525;1684;-43,765098;-46,659557;802;2631;2893;882;E48F01;GOL1058 ;268;496;148;P5IBIRAPUERA;DUO trigger code 6;http://fr24.com/GOL1058;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=GOL1058;http://flightaware.com/live/flight/GOL1058
2015-06-08 20:04:00;2015-06-08 20:04:02;2015-06-08 20:04:36;-23,56517;-46,632385;10375;3162;-32,543654;-46,659445;790;2591;7783;2372;E47FE0;TAM8028 ;297;550;198;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/TAM8028;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=TAM8028;http://flightaware.com/live/flight/TAM8028
2015-06-08 20:04:00;2015-06-08 20:04:02;2015-06-08 20:04:36;-23,56517;-46,632385;10375;3162;-32,543654;-46,659445;790;2591;7783;2372;E47FE0;TAM8028 ;297;550;198;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/TAM8028;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=TAM8028;http://flightaware.com/live/flight/TAM8028
2015-06-08 20:04:00;2015-06-08 20:04:02;2015-06-08 20:04:32;-23,56517;-46,632385;10375;3162;-32,765873;-46,659002;782;2565;7809;2380;E47FE0;TAM8028 ;297;550;198;P3IBIRAPUERA;DUO trigger code 1;http://fr24.com/TAM8028;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=TAM8028;http://flightaware.com/live/flight/TAM8028
2015-06-08 20:05:00;2015-06-08 20:05:00;2015-06-08 20:05:35;-23,627356;-46,691843;11550;3520;-43,765098;-46,659557;802;2631;8918;2718;E47FE0;TAM8028 ;330;611;237;P5IBIRAPUERA;DUO trigger code 6;http://fr24.com/TAM8028;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=TAM8028;http://flightaware.com/live/flight/TAM8028
2015-06-08 20:06:00;2015-06-08 20:06:00;2015-06-08 20:06:32;-23,644906;-46,720241;12450;3794;-32,543654;-46,659445;790;2591;9858;3004;E47FE0;TAM8028 ;335;620;237;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/TAM8028;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=TAM8028;http://flightaware.com/live/flight/TAM8028
2015-06-08 20:06:00;2015-06-08 20:06:00;2015-06-08 20:06:32;-23,644906;-46,720241;12450;3794;-32,543654;-46,659445;790;2591;9858;3004;E47FE0;TAM8028 ;335;620;237;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/TAM8028;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=TAM8028;http://flightaware.com/live/flight/TAM8028
2015-06-08 20:10:00;2015-06-08 20:10:01;2015-06-08 20:10:36;-23,590942;-46,559703;9925;3025;-43,765098;-46,659557;802;2631;7293;2223;A9A750;AAL962  ;230;425;224;P5IBIRAPUERA;DUO trigger code 6;http://fr24.com/AAL962;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=AAL962;http://flightaware.com/live/flight/AAL962
2015-06-08 20:10:00;2015-06-08 20:10:01;2015-06-08 20:10:36;-23,590942;-46,559703;9925;3025;-32,543654;-46,659445;790;2591;7333;2235;A9A750;AAL962  ;230;425;224;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/AAL962;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=AAL962;http://flightaware.com/live/flight/AAL962
2015-06-08 20:10:00;2015-06-08 20:10:01;2015-06-08 20:10:36;-23,590942;-46,559703;9925;3025;-32,543654;-46,659445;790;2591;7333;2235;A9A750;AAL962  ;230;425;224;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/AAL962;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=AAL962;http://flightaware.com/live/flight/AAL962
2015-06-08 20:11:00;2015-06-08 20:11:00;2015-06-08 20:11:33;-23,616394;-46,622213;11400;3474;-32,543654;-46,659445;790;2591;8808;2684;A9A750;AAL962  ;242;448;250;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/AAL962;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=AAL962;http://flightaware.com/live/flight/AAL962
2015-06-08 20:11:00;2015-06-08 20:11:00;2015-06-08 20:11:33;-23,616394;-46,622213;11400;3474;-32,543654;-46,659445;790;2591;8808;2684;A9A750;AAL962  ;242;448;250;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/AAL962;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=AAL962;http://flightaware.com/live/flight/AAL962
2015-06-08 20:12:00;2015-06-08 20:12:00;2015-06-08 20:12:32;-23,622468;-46,689148;12200;3718;-43,765098;-46,659557;802;2631;9568;2916;A9A750;AAL962  ;299;553;280;P5IBIRAPUERA;DUO trigger code 6;http://fr24.com/AAL962;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=AAL962;http://flightaware.com/live/flight/AAL962
2015-06-08 20:12:00;2015-06-08 20:12:00;2015-06-08 20:12:31;-23,622468;-46,689148;12200;3718;-32,543654;-46,659445;790;2591;9608;2928;A9A750;AAL962  ;299;553;280;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/AAL962;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=AAL962;http://flightaware.com/live/flight/AAL962
2015-06-08 20:12:00;2015-06-08 20:12:00;2015-06-08 20:12:31;-23,622468;-46,689148;12200;3718;-32,543654;-46,659445;790;2591;9608;2928;A9A750;AAL962  ;299;553;280;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/AAL962;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=AAL962;http://flightaware.com/live/flight/AAL962
2015-06-08 20:12:00;2015-06-08 20:12:00;2015-06-08 20:12:36;-23,622468;-46,689148;12200;3718;-32,765873;-46,659002;782;2565;9634;2936;A9A750;AAL962  ;299;553;280;P3IBIRAPUERA;DUO trigger code 1;http://fr24.com/AAL962;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=AAL962;http://flightaware.com/live/flight/AAL962
2015-06-08 20:15:00;2015-06-08 20:15:00;2015-06-08 20:15:34;-23,578802;-46,56607;10500;3200;-32,543654;-46,659445;790;2591;7908;2410;E47ECD;GOL1652 ;249;461;204;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/GOL1652;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=GOL1652;http://flightaware.com/live/flight/GOL1652
2015-06-08 20:15:00;2015-06-08 20:15:00;2015-06-08 20:15:34;-23,578802;-46,56607;10500;3200;-32,543654;-46,659445;790;2591;7908;2410;E47ECD;GOL1652 ;249;461;204;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/GOL1652;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=GOL1652;http://flightaware.com/live/flight/GOL1652
2015-06-08 20:16:00;2015-06-08 20:16:01;2015-06-08 20:16:36;-23,616714;-46,624756;12325;3756;-43,765098;-46,659557;802;2631;9693;2954;E47ECD;GOL1652 ;260;481;250;P5IBIRAPUERA;DUO trigger code 6;http://fr24.com/GOL1652;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=GOL1652;http://flightaware.com/live/flight/GOL1652
2015-06-08 20:17:00;2015-06-08 20:17:00;2015-06-08 20:17:33;-23,608316;-46,69972;14100;4297;-43,765098;-46,659557;802;2631;11468;3495;E47ECD;GOL1652 ;286;529;287;P5IBIRAPUERA;DUO trigger code 6;http://fr24.com/GOL1652;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=GOL1652;http://flightaware.com/live/flight/GOL1652
2015-06-08 20:18:00;2015-06-08 20:18:00;2015-06-08 20:18:31;-23,608316;-46,69972;14625;4457;-43,765098;-46,659557;802;2631;11993;3655;E47ECD;GOL1652 ;286;529;287;P5IBIRAPUERA;DUO trigger code 6;http://fr24.com/GOL1652;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=GOL1652;http://flightaware.com/live/flight/GOL1652
2015-06-08 20:18:00;2015-06-08 20:18:00;2015-06-08 20:18:36;-23,608316;-46,69972;14625;4457;-32,765873;-46,659002;782;2565;12059;3675;E47ECD;GOL1652 ;286;529;287;P3IBIRAPUERA;DUO trigger code 1;http://fr24.com/GOL1652;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=GOL1652;http://flightaware.com/live/flight/GOL1652
2015-06-08 20:23:00;2015-06-08 20:23:00;2015-06-08 20:23:34;-23,604858;-46,669718;4575;1394;-32,765873;-46,659002;782;2565;2009;612;E47FAB;GOL1060 ;224;414;37;P3IBIRAPUERA;DUO trigger code 1;http://fr24.com/GOL1060;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=GOL1060;http://flightaware.com/live/flight/GOL1060
2015-06-08 20:24:00;2015-06-08 20:24:00;2015-06-08 20:24:37;-23,607422;-46,606801;5275;1607;-32,543654;-46,659445;790;2591;2683;817;E47FAB;GOL1060 ;267;494;146;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/GOL1060;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=GOL1060;http://flightaware.com/live/flight/GOL1060
2015-06-08 20:24:00;2015-06-08 20:24:00;2015-06-08 20:24:37;-23,607422;-46,606801;5275;1607;-32,543654;-46,659445;790;2591;2683;817;E47FAB;GOL1060 ;267;494;146;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/GOL1060;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=GOL1060;http://flightaware.com/live/flight/GOL1060
2015-06-08 20:27:00;2015-06-08 20:27:00;2015-06-08 20:27:32;-23,57959;-46,550802;11025;3360;-32,543654;-46,659445;790;2591;8433;2570;E486C1;TAM3555 ;267;494;185;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/TAM3555;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=TAM3555;http://flightaware.com/live/flight/TAM3555
2015-06-08 20:27:00;2015-06-08 20:27:00;2015-06-08 20:27:32;-23,57959;-46,550802;11025;3360;-32,543654;-46,659445;790;2591;8433;2570;E486C1;TAM3555 ;267;494;185;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/TAM3555;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=TAM3555;http://flightaware.com/live/flight/TAM3555
2015-06-08 20:30:00;2015-06-08 20:30:00;2015-06-08 20:30:37;-23,619507;-46,661326;3075;937;-43,765098;-46,659557;802;2631;444;135;E48519;TAM3960 ;133;246;329;P5IBIRAPUERA;DUO trigger code 6;http://fr24.com/TAM3960;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=TAM3960;http://flightaware.com/live/flight/TAM3960
2015-06-08 20:30:00;2015-06-08 20:30:00;2015-06-08 20:30:35;-23,619507;-46,661326;3075;937;-32,543654;-46,659445;790;2591;483;147;E48519;TAM3960 ;133;246;329;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/TAM3960;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=TAM3960;http://flightaware.com/live/flight/TAM3960
2015-06-08 20:30:00;2015-06-08 20:30:00;2015-06-08 20:30:35;-23,619507;-46,661326;3075;937;-32,543654;-46,659445;790;2591;483;147;E48519;TAM3960 ;133;246;329;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/TAM3960;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=TAM3960;http://flightaware.com/live/flight/TAM3960
2015-06-08 20:31:00;2015-06-08 20:31:00;2015-06-08 20:31:35;-23,58252;-46,646525;5575;1699;-32,543654;-46,659445;790;2591;2983;909;E48519;TAM3960 ;245;453;78;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/TAM3960;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=TAM3960;http://flightaware.com/live/flight/TAM3960
2015-06-08 20:31:00;2015-06-08 20:31:00;2015-06-08 20:31:35;-23,58252;-46,646525;5575;1699;-32,543654;-46,659445;790;2591;2983;909;E48519;TAM3960 ;245;453;78;P7IBIRAPUERA;DUO trigger code 4;http://fr24.com/TAM3960;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=TAM3960;http://flightaware.com/live/flight/TAM3960
2015-06-08 20:32:00;2015-06-08 20:32:00;2015-06-08 20:32:37;-23,609386;-46,586281;7300;2225;-32,765873;-46,659002;782;2565;4734;1443;E48519;TAM3960 ;291;538;127;P3IBIRAPUERA;DUO trigger code 1;http://fr24.com/TAM3960;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=TAM3960;http://flightaware.com/live/flight/TAM3960
2015-06-08 20:33:00;2015-06-08 20:33:00;2015-06-08 20:33:32;-23,654077;-46,700031;16450;5013;-43,765098;-46,659557;802;2631;13818;4211;E48853;GLO7662 ;321;594;238;P5IBIRAPUERA;DUO trigger code 6;http://fr24.com/GLO7662;http://www.flightstats.com/go/FlightStatus/flightStatusByFlight.do?flightNumber=GLO7662;http://flightaware.com/live/flight/GLO7662
